,ID,C_Environment,C_Condition,C_Cycle,C_Trial,C_QuestionNum,C_Question,C_Answer,C_AssignedWait,C_Response,C_QPresent,C_StartRT,C_WaitStart,C_WaitTime,C_TrialLength,C_CycleLength,C_Jitter,C_AverageWait,MC_Correct
1313,28,2,2,1,18,753,What was the only children's story ever published by James Bond creator Ian Fleming? ,Chitty Chitty Bang Bang ,5.277,W,355.162,2.077,2.603,5.28,11.893,600.7977449,1.725682481,12.03059259,1
1314,28,2,2,1,19,6,Project Kansas was the name for the top secret 1985 attempt to revamp what product?,Coca-Cola,73.629,S,368.81,2.126,2.653,20.529,23.694,600.7977449,1.767711043,12.03059259,NA
1315,28,2,2,1,20,554,What island in Manila Bay was the site of a famous 1942 siege?  ,Corregidor,24.345,S,394.305,1.926,2.452,2.715,5.672,600.7977449,2.48101632,12.03059259,NA
1316,28,2,2,1,21,208,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",The I Ching,12.212,K,402.497,1.47,2.002,1.252,3.771,600.7977449,2.237257726,12.03059259,0
1317,28,2,2,1,22,160,"In what nation did the woven-yarn craft of ""God's eyes"" originate? ",Mexico ,52.406,K,408.538,1.053,1.585,0.669,2.77,600.7977449,1.418841401,12.03059259,0
1318,28,2,2,1,23,784,What's the more common name for the retinal scotoma caused by the optic nerve? ,Your blind spot,0.509,W,412.759,3.937,4.472,0.512,8.99,600.7977449,1.66439825,12.03059259,1
1319,28,2,2,1,24,801,What's the only title shared by Oscar-nominated Best Picture and Oscar-nominated best Documentary feature?,Spellbound,4.829,W,423.454,2.874,3.404,4.832,12.244,600.7977449,1.583558236,12.03059259,0
1320,28,2,2,1,25,445,What famous philanthropist was the only Treasury secretary ever to serve under three presidents? ,Andrew Mellon,15.989,W,437.318,2.041,2.57,15.992,22.572,600.7977449,1.207978489,12.03059259,1
1321,28,2,2,1,26,380,What civil rights leader did Dorothy Parker leave the bulk of her estate to?,Martin Luther King Jr. ,0.332,W,461.129,1.247,1.785,0.335,6.136,600.7977449,1.320345156,12.03059259,1
1322,28,2,2,1,27,47,Bauxite ore is mined so it can be processed into what metal?,Aluminum,65.147,W,468.62,2.059,2.586,65.149,71.743,600.7977449,2.331138181,12.03059259,1
1323,28,2,2,1,28,17,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",Molasses,2.428,W,542.736,2.496,3.02,2.431,9.456,600.7977449,1.732317619,12.03059259,0
1324,28,2,2,1,29,747,What was the name of the American actress who was first to appear on a postage stamp?  ,Grace Kelly ,1.018,W,553.964,3.131,3.655,1.021,8.69,600.7977449,1.42954018,12.03059259,1
1325,28,2,2,1,30,545,What is the second oldest continuously held American sporting event?  ,Westminster Kennel Club dog show ,3.288,W,564.125,2.554,3.087,3.292,10.392,600.7977449,1.182057025,12.03059259,0
1326,28,2,2,1,31,591,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",Ozone,14.546,W,575.738,3.181,3.705,14.549,22.271,600.7977449,2.767177742,12.03059259,1
1327,28,1,2,2,32,237,"The average male spends 2,965 hours doing what over the course of his lifetime?",Shaving,10.347,W,0.034,1.846,2.369,10.35,16.732,603.6423233,1.259020691,9.82334375,1
1328,28,1,2,2,33,896,Which tree produces conkers? ,Horse chestnut tree ,0.582,W,18.054,1.722,2.253,0.585,6.855,603.6423233,2.606336278,9.82334375,0
1329,28,1,2,2,34,914,"Who did fisherman Donato Dalrymple rescue from the water on Thanksgiving Day, 1999?",Elian Gonzalez ,10.17,W,27.548,2.236,2.77,10.173,16.949,603.6423233,2.83669446,9.82334375,1
1330,28,1,2,2,35,749,What was the name of William Shakespeare's wife?  ,Anne Hathaway,13.226,W,47.37,1.383,1.918,13.229,19.168,603.6423233,1.216399373,9.82334375,0
1331,28,1,2,2,36,858,Which country invented volleyball?   ,USA,18.83,W,67.792,2.049,2.586,18.834,25.442,603.6423233,1.872436844,9.82334375,1
1332,28,1,2,2,37,486,"What invention should have made Ts'ai Lun, a second-century inventor, a household name? ",Paper,14.146,W,95.139,5.181,5.705,14.149,23.873,603.6423233,1.698804619,9.82334375,1
1333,28,1,2,2,38,585,What metal was found in Nevada's famed Comstock Lode?  ,Silver,18.443,W,120.75,2.442,2.971,18.446,25.425,603.6423233,2.021440896,9.82334375,1
1334,28,1,2,2,39,979,"Who's the only character in ""Peter and the Wolf"" represented by a brass instrument?",The wolf (french horn),4.247,W,148.231,3.065,3.587,4.251,11.843,603.6423233,1.115739252,9.82334375,1
1335,28,1,2,2,40,822,Where would you find the popular party resort of Magaluf?   ,Majorca,5.407,W,161.228,3.836,4.371,5.41,13.795,603.6423233,2.657733782,9.82334375,1
1336,28,1,2,2,41,406,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,The U.S. Air Force,12.698,W,177.714,7.046,7.575,12.701,24.29,603.6423233,1.131553936,9.82334375,1
1337,28,1,2,2,42,88,Harry Truman was the first U.S. president of what religious persuasion? ,Southern Baptist,14.509,W,203.175,3.305,3.836,14.512,22.354,603.6423233,3.603789426,9.82334375,1
1338,28,1,2,2,43,264,The Linke Scale is used to measure the blueness of what?,The sky,2.214,W,229.17,1.926,2.453,2.217,8.689,603.6423233,2.899846587,9.82334375,1
1339,28,1,2,2,44,787,What's the most populous city in the Southern Hemisphere?,Sao Paulo,8.7,W,240.8,1.952,2.486,8.703,15.196,603.6423233,1.103085913,9.82334375,1
1340,28,1,2,2,45,888,Which poisonous snake smells like fresh-cut cucumbers? ,Copperhead snake,11.275,W,257.134,2.122,2.653,11.278,17.95,603.6423233,2.114108046,9.82334375,1
1341,28,1,2,2,46,613,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,Mickey Finn,3.907,W,277.24,1.888,2.419,3.91,10.342,603.6423233,1.15110696,9.82334375,1
1342,28,1,2,2,47,114,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?",A paper clip,18.596,W,288.769,2.135,2.669,18.599,25.274,603.6423233,1.460564548,9.82334375,1
1343,28,1,2,2,48,227,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",The crust and the mantle,5.093,W,315.532,2.691,3.22,5.096,12.325,603.6423233,1.074482103,9.82334375,1
1344,28,1,2,2,49,769,"What word comes to us from the Greek for ""thick-skinned""?  ",Pachyderm,0.773,W,328.964,1.908,2.436,0.776,7.221,603.6423233,2.369884502,9.82334375,0
1345,28,1,2,2,50,574,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",Jamaica Bay,7.146,W,338.591,5.785,6.324,7.149,17.483,603.6423233,2.027762748,9.82334375,1
1346,28,1,2,2,51,948,"Who solves crimes in Bayport, located on Barmet Bay? ",The Hardy Boys ,14.532,W,358.145,2.446,2.97,14.535,21.521,603.6423233,1.547841748,9.82334375,1
1347,28,1,2,2,52,413,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,The Guinness Book of World Records,13.524,W,381.254,3.289,3.821,13.527,21.352,603.6423233,1.387951958,9.82334375,1
1348,28,1,2,2,53,253,The first suburban shopping center in the U.S. was established in what city?,Kansas City ,13.853,W,404.03,1.954,2.485,13.856,20.352,603.6423233,1.321035905,9.82334375,1
1349,28,1,2,2,54,900,Which U.S. state's leading public university is the only one not to be named for the state?  ,New Jersey's Rutgers,18.596,W,425.737,2.47,3.003,18.599,25.607,603.6423233,1.216846859,9.82334375,1
1350,28,1,2,2,55,904,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,Pumpkin,3.65,W,452.6,3.336,3.871,3.653,11.543,603.6423233,1.27363032,9.82334375,1
1351,28,1,2,2,56,826,Which animal can go longer without water than a camel can? ,Rat,7.318,W,465.447,2.521,3.054,7.321,14.379,603.6423233,1.331255051,9.82334375,1
1352,28,1,2,2,57,671,"What sport used the term ""home run"" long before baseball?  ",Cricket,13.073,W,481.198,2.074,2.603,13.076,19.685,603.6423233,2.572598256,9.82334375,1
1353,28,1,2,2,58,971,Who was the only U.S. president to have been married in the White House? ,Grover Cleveland ,6.128,W,503.489,2.023,2.553,6.131,12.693,603.6423233,1.12855643,9.82334375,0
1354,28,1,2,2,59,498,What is an osier?,A willow twig ,0.224,W,517.355,1.309,1.835,0.227,6.071,603.6423233,3.009112251,9.82334375,1
1355,28,1,2,2,60,336,What area changed hands 72 times during the Civil War? ,Shenandoah Valley,18.715,W,526.465,2.246,2.77,18.718,25.506,603.6423233,2.558249146,9.82334375,1
1356,28,1,2,2,61,664,What snack food is an ingredient in the explosive dynamite?  ,Peanuts ,12.945,W,554.563,2.461,2.986,12.948,19.951,603.6423233,1.947810594,9.82334375,1
1357,28,1,2,2,62,571,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",A wiki,4.721,W,576.503,2.313,2.837,4.724,11.576,603.6423233,2.384011376,9.82334375,1
1358,28,1,2,2,63,724,"What was originally sold in 1965 under the name ""Chemgrass""?  ",AstroTurf ,6.661,W,590.503,1.921,2.452,6.664,13.128,603.6423233,2.586154638,9.82334375,0
1359,28,2,2,3,64,670,What spice is named for the capital of French Guiana? ,Cayenne pepper ,1.13,W,0.03,1.763,2.285,1.133,7.437,622.5419884,2.665478821,15.53184615,1
1360,28,2,2,3,65,641,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,The World Almanac and Book of Facts,4.954,W,10.174,2.61,3.137,4.958,12.11,622.5419884,2.569434228,15.53184615,0
1361,28,2,2,3,66,500,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",Lhasa Apso,0.201,W,24.89,1.166,1.702,0.204,5.919,622.5419884,3.572849391,15.53184615,1
1362,28,2,2,3,67,698,What element is combined with oxygen to make up the mineral quartz?,Silicon,21.747,W,34.417,1.831,2.369,21.749,28.128,622.5419884,1.333103549,15.53184615,1
1363,28,2,2,3,68,38,A umiak is a larger version of what? ,Kayak,67.541,S,63.917,1.595,2.118,40.62,43.248,622.5419884,3.311625737,15.53184615,NA
1364,28,2,2,3,69,844,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",Graham Greene,5.49,S,110.517,1.386,1.919,1.715,4.156,622.5419884,3.549965564,15.53184615,NA
1365,28,2,2,3,70,847,Which cartoonist is famous for creating the popular image of Santa Claus? ,Thomas Nast ,29.93,W,118.26,2.692,3.22,29.933,37.171,622.5419884,2.107228413,15.53184615,0
1366,28,2,2,3,71,352,What Blue Ridge peak in North Carolina is the highest point east of the Mississippi? ,Mount Mitchell,0.396,W,157.57,2.766,3.304,0.399,7.722,622.5419884,1.241164595,15.53184615,1
1367,28,2,2,3,72,465,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,An ostrich egg yolk ,17.238,W,166.564,4.14,4.671,17.241,25.924,622.5419884,3.125050396,15.53184615,1
1368,28,2,2,3,73,602,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,Tuxedo Club ,34.021,S,195.645,3.595,4.121,24.105,28.731,622.5419884,3.912216131,15.53184615,NA
1369,28,2,2,3,74,69,"During which war was ""The African Queen"" set?",World War I,0.045,W,228.315,1.245,1.768,0.048,5.836,622.5419884,2.223601907,15.53184615,1
1370,28,2,2,3,75,887,Which person has been awarded the most Oscars ever? ,Walt Disney,11.49,W,236.407,0.889,1.418,11.493,16.932,622.5419884,1.179049506,15.53184615,1
1371,28,2,2,3,76,745,What was the most expensive drawing ever sold?  ,Danseuse au Repos by Edgar Degas,3.957,W,254.561,1.343,1.868,3.96,9.841,622.5419884,3.693989974,15.53184615,0
1372,28,2,2,3,77,67,"Deuteranopia, or Daltonism, is one of the most common varieties of what condition?",Color blindness,4.235,W,268.125,2.459,2.986,4.238,11.243,622.5419884,2.720561779,15.53184615,1
1373,28,2,2,3,78,932,Who is Rashida Jones's famous mother?,Peggy Lipton ,11.234,W,282.123,1.18,1.719,11.237,16.966,622.5419884,2.913358417,15.53184615,1
1374,28,2,2,3,79,332,What are the bumps on the tongue that carry the taste buds called? ,Papillae,28.304,W,302.046,2.77,3.303,28.307,35.619,622.5419884,1.106166272,15.53184615,1
1375,28,2,2,3,80,595,What name is given to an eagle's nest?   ,Aerie,0.875,W,338.803,1.317,1.852,0.878,6.738,622.5419884,1.290702508,15.53184615,1
1376,28,2,2,3,81,672,What sports term is the shortest word ever to decide the National Spelling Bee?   ,Luge,3.09,W,346.862,2.17,2.703,3.093,9.808,622.5419884,3.037774199,15.53184615,1
1377,28,2,2,3,82,547,What is the surgical knife called an izmel used for? ,The circumcision at a bris ,84.871,S,359.743,2.585,3.12,59.601,63.237,622.5419884,2.364978547,15.53184615,NA
1378,28,2,2,3,83,317,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,Dark Side of the Moon,0.368,W,425.382,1.538,2.069,0.372,6.453,622.5419884,3.479340721,15.53184615,1
1379,28,2,2,3,84,765,What were the first modern Olympic pole vaulters' poles made of? ,Bamboo ,19.288,W,435.343,1.529,2.053,19.291,25.357,622.5419884,1.696572219,15.53184615,0
1380,28,2,2,3,85,270,"The pinna is the outer, visible part of what?",The ear,20.143,S,462.439,2.161,2.687,2.058,5.256,622.5419884,2.038488473,15.53184615,NA
1381,28,2,2,3,86,833,Which animal's milk does not curdle? ,Camel,84.871,W,469.763,1.365,1.903,84.874,90.78,622.5419884,1.847738743,15.53184615,0
1382,28,2,2,3,87,72,"Each year, approximately 125 people die of what? ",Choking on food,2.203,W,562.433,0.999,1.535,2.206,7.755,622.5419884,1.669339582,15.53184615,0
1383,28,2,2,3,88,286,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",Ivory Coast's ,0.607,W,571.893,5.354,5.89,0.61,10.509,622.5419884,3.645685361,15.53184615,1
1384,28,2,2,3,89,488,"What invisible ""color"" can bees see on flower petals?  ",Bee purple ,29.503,W,586.076,2.404,2.937,29.505,36.454,622.5419884,3.006630672,15.53184615,1
1385,28,1,2,4,90,434,What European country is named for the dark-looking Dinaric Alps? ,Montenegro,9.066,W,0.027,1.677,2.202,9.069,15.28,602.8929764,1.744299031,8.972787879,0
1386,28,1,2,4,91,499,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",The dodo,1.378,W,17.079,1.689,2.219,1.381,7.606,602.8929764,1.625492056,8.972787879,1
1387,28,1,2,4,92,521,What is the most sober school according to The Princeton Review? ,Brigham Young University,17.894,W,26.34,2.028,2.552,17.897,24.456,602.8929764,1.44069587,8.972787879,0
1388,28,1,2,4,93,464,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",Zinfindel,12.964,W,52.268,3.068,3.604,12.967,20.586,602.8929764,1.893241271,8.972787879,0
1389,28,1,2,4,94,288,"The world's smallest park, measuring two feet in diameter, is located in what U.S. state? ",Oregon ,16.735,W,74.776,1.528,2.053,16.738,22.805,602.8929764,1.319349452,8.972787879,1
1390,28,1,2,4,95,200,On what namesake Asian island were the first Homo erectus fossils found? ,Java,2.214,W,98.936,2.464,2.987,2.217,9.224,602.8929764,1.926729463,8.972787879,1
1391,28,1,2,4,96,811,"Where did the abbreviation ""INRI"" traditionally appear? ",On Christ's crucifix ,5.892,W,110.115,1.092,1.618,5.895,11.525,602.8929764,1.502969756,8.972787879,1
1392,28,1,2,4,97,620,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",The budgerigar,6.266,W,123.18,3.108,3.637,6.269,13.912,602.8929764,1.978791788,8.972787879,0
1393,28,1,2,4,98,910,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",Captain Cook ,1.613,W,139.114,1.534,2.069,1.616,7.704,602.8929764,3.103451623,8.972787879,1
1394,28,1,2,4,99,850,Which chess piece was originally called 'the elephant'? ,The bishop,12.238,W,149.959,1.713,2.235,12.241,18.484,602.8929764,1.719234879,8.972787879,1
1395,28,1,2,4,100,966,Who was the only British Prime Minister to have been assassinated? ,Spencer Perceval ,20,W,170.198,1.809,2.335,20.003,26.359,602.8929764,1.630163102,8.972787879,1
1396,28,1,2,4,101,436,"What event was won by the same team the first twenty-five times it was held, from 1851 to 1983?  ",The America's Cup ,0.629,W,198.228,4.14,4.673,0.632,9.325,602.8929764,1.799369756,8.972787879,1
1397,28,1,2,4,102,581,What Manhattan intersection was America's first traffic circle?,Columbus Circle ,5.786,W,209.391,1.833,2.37,5.789,12.177,602.8929764,2.353172812,8.972787879,1
1398,28,1,2,4,103,492,What is a female donkey called?,A jenny ,16.541,W,223.958,1.034,1.568,16.544,22.12,602.8929764,1.440627491,8.972787879,1
1399,28,1,2,4,104,423,What does an anemometer measure? ,Speed of wind,12.072,W,247.55,2.041,2.569,12.075,18.649,602.8929764,1.196600438,8.972787879,1
1400,28,1,2,4,105,52,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",Liberia,11.897,W,267.439,3.793,4.321,11.9,20.235,602.8929764,1.404736957,8.972787879,0
1401,28,1,2,4,106,3,Don't Stand So Close to Me by the Police was inspired by what literary work?,Lolita by Vladimir Nabokov,4.403,W,289.112,5.392,5.923,4.406,14.347,602.8929764,1.886532598,8.972787879,1
1402,28,1,2,4,107,812,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,Mars,14.278,W,305.38,1.843,2.37,14.281,20.67,602.8929764,2.245739948,8.972787879,1
1403,28,1,2,4,108,284,"The word serendipity comes from Serendip, the Persian name for what island? ",Sri Lanka,7.314,W,328.339,3.381,3.905,7.317,15.229,602.8929764,3.358557985,8.972787879,1
1404,28,1,2,4,109,493,What is a nene?,A Hawaiian goose,6.82,W,346.96,1.872,2.402,6.823,13.244,602.8929764,1.060298599,8.972787879,1
1405,28,1,2,4,110,600,What nation is home to the only tunnel in the world longer than the Chunnel?  ,Japan ,4.306,W,361.292,2.364,2.887,4.308,11.209,602.8929764,3.873076161,8.972787879,1
1406,28,1,2,4,111,556,What islands are home to most of the world's blue-footed boobies? ,The Galapagos Islands ,18.753,S,376.408,3.423,3.955,1.998,6.457,602.8929764,2.111653357,8.972787879,NA
1407,28,1,2,4,112,942,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",Eddie Van Halen,12.072,W,385.018,2.238,2.77,12.077,18.867,602.8929764,1.355385007,8.972787879,1
1408,28,1,2,4,113,1005,"Young wines are said to have ""aroma."" What do older wines have instead?",Bouquet,4.964,W,405.274,3.462,3.987,4.967,12.96,602.8929764,3.239544559,8.972787879,1
1409,28,1,2,4,114,440,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,Rod Serling ,11.972,W,421.508,2.308,2.837,11.975,18.818,602.8929764,3.419524508,8.972787879,0
1410,28,1,2,4,115,34,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,Jim Lovell,4.523,W,443.783,2.536,3.07,4.526,11.609,602.8929764,2.871886354,8.972787879,0
1411,28,1,2,4,116,20,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",Eric the Red,17.493,W,458.299,3.869,4.405,17.496,25.909,602.8929764,2.973259015,8.972787879,1
1412,28,1,2,4,117,751,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",What do women want? ,7.205,W,487.215,2.281,2.82,7.208,14.045,602.8929764,2.26035715,8.972787879,1
1413,28,1,2,4,118,962,Who was the last British Monarch to also be an emperor?  ,George VI,12.013,W,503.549,2.666,3.204,12.016,19.235,602.8929764,2.859124069,8.972787879,1
1414,28,1,2,4,119,558,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?",As Good As It Gets ,4.306,W,525.673,4.358,4.889,4.309,13.212,602.8929764,1.652806093,8.972787879,1
1415,28,1,2,4,120,181,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",C,15.984,W,540.573,4.539,5.073,15.987,25.074,602.8929764,2.828431381,8.972787879,1
1416,28,1,2,4,121,714,What unorthodox scientific belief was championed by the Universal Zetetic Society?,A flat Earth,12.945,W,568.504,2.312,2.837,12.948,19.802,602.8929764,1.119072341,8.972787879,1
1417,28,1,2,4,122,203,"One in every 2,000 babies is born with what? ",Teeth,0.224,W,589.461,1.467,2.002,0.227,6.236,602.8929764,2.593898439,8.972787879,1
1418,28,1,2,4,123,560,What Kansan was the only Native American ever to serve as U.S. vice president? ,Charles Curtis,8.445,NA,598.32,NA,NA,NA,NA,602.8929764,3.291096233,8.972787879,NA
1419,27,1,1,1,1,464,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",Zinfindel,11.342,W,0.172,5.708,6.241,11.354,21.604,615.1776353,2.674022517,9.553851852,0
1420,27,1,1,1,2,208,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",The I Ching,16.134,W,24.483,3.942,4.472,16.137,24.624,615.1776353,2.609994244,9.553851852,0
1421,27,1,1,1,3,714,What unorthodox scientific belief was championed by the Universal Zetetic Society?,A flat Earth,7.312,W,51.747,5.029,5.556,7.315,16.882,615.1776353,2.274640047,9.553851852,1
1422,27,1,1,1,4,352,What Blue Ridge peak in North Carolina is the highest point east of the Mississippi? ,Mount Mitchell,3.984,W,70.934,5.745,6.274,3.987,14.28,615.1776353,2.238422113,9.553851852,0
1423,27,1,1,1,5,453,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",Theodore Roosevelt ,13.387,W,87.503,7.089,7.625,13.392,25.023,615.1776353,2.033038598,9.553851852,1
1424,27,1,1,1,6,306,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,Xanadu ,1.772,W,114.599,8.12,8.643,1.775,14.429,615.1776353,1.011391543,9.553851852,1
1425,27,1,1,1,7,857,Which country has the most public libraries?  ,Russia,17.548,W,130.083,2.588,3.12,17.551,24.69,615.1776353,1.827227556,9.553851852,1
1426,27,1,1,1,8,941,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,Ian Thorpe ,8.505,W,156.645,8.793,9.327,8.508,21.853,615.1776353,2.691022498,9.553851852,1
1427,27,1,1,1,9,500,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",Lhasa Apso,8.338,K,181.223,4.712,5.238,1.443,7.192,615.1776353,2.233668627,9.553851852,0
1428,27,1,1,1,10,6,Project Kansas was the name for the top secret 1985 attempt to revamp what product?,Coca-Cola,15.39,W,190.699,5.164,5.69,15.394,25.09,615.1776353,3.482668009,9.553851852,1
1429,27,1,1,1,11,850,Which chess piece was originally called 'the elephant'? ,The bishop,2.89,W,219.314,2.38,2.903,2.893,9.808,615.1776353,2.612865376,9.553851852,0
1430,27,1,1,1,12,914,"Who did fisherman Donato Dalrymple rescue from the water on Thanksgiving Day, 1999?",Elian Gonzalez ,9.944,S,231.779,7.228,7.758,1.006,9.276,615.1776353,1.41038892,9.553851852,NA
1431,27,1,1,1,13,292,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",Thomas Hardy,13.862,W,242.506,4.78,5.306,13.865,23.189,615.1776353,2.911908972,9.553851852,1
1432,27,1,1,1,14,403,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,Prussian Blue ,7.906,W,268.636,7.139,7.674,7.909,19.6,615.1776353,2.417824685,9.553851852,1
1433,27,1,1,1,15,745,What was the most expensive drawing ever sold?  ,Danseuse au Repos by Edgar Degas,16.469,W,290.693,2.546,3.07,16.472,23.556,615.1776353,3.760018133,9.553851852,0
1434,27,1,1,1,16,237,"The average male spends 2,965 hours doing what over the course of his lifetime?",Shaving,2.36,W,318.04,4.751,5.289,2.363,11.66,615.1776353,1.270678939,9.553851852,1
1435,27,1,1,1,17,890,Which popular treat was invented by an 11-year-old in California? ,The popsicle,15.618,W,331.004,5.819,6.357,15.621,25.992,615.1776353,2.662369596,9.553851852,1
1436,27,1,1,1,18,731,What was the first American novel to sell one million copies? ,Uncle Tom's Cabin ,7.312,W,359.686,2.961,3.487,7.315,14.813,615.1776353,2.197746526,9.553851852,1
1437,27,1,1,1,19,436,"What event was won by the same team the first twenty-five times it was held, from 1851 to 1983?  ",The America's Cup ,0.494,W,376.738,6.541,7.074,0.497,11.576,615.1776353,3.190420793,9.553851852,0
1438,27,1,1,1,20,844,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",Graham Greene,13.387,W,391.537,3.733,4.272,13.39,21.67,615.1776353,1.569161056,9.553851852,1
1439,27,1,1,1,21,461,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,Roulette,14.206,W,414.813,5.562,6.09,14.209,24.307,615.1776353,1.396259573,9.553851852,1
1440,27,1,1,1,22,397,What country borders both of the world's only two nations with square flags? ,Italy ,15.387,W,440.559,6.848,7.374,15.389,26.776,615.1776353,2.379362285,9.553851852,1
1441,27,1,1,1,23,275,"The SS Faith, a ship built by Leslie Comyn, was made of what unique material?",Cement,6.087,S,469.758,8.873,9.41,3.399,13.314,615.1776353,1.986662233,9.553851852,NA
1442,27,1,1,1,24,591,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",Ozone,0.833,W,485.091,5.339,5.872,0.836,10.725,615.1776353,2.422066848,9.553851852,1
1443,27,1,1,1,25,574,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",Jamaica Bay,2.89,NA,498.272,NA,NA,NA,NA,615.1776353,2.466301441,9.553851852,NA
1444,27,1,1,1,26,811,"Where did the abbreviation ""INRI"" traditionally appear? ",On Christ's crucifix ,6.69,W,511.82,3.252,3.787,6.693,14.495,615.1776353,1.13873531,9.553851852,1
1445,27,1,1,1,27,223,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",Paris,17.606,W,527.488,5.695,6.223,17.609,27.844,615.1776353,2.068093329,9.553851852,1
1446,27,1,1,1,28,852,Which Constitutional Amendment deals with poll taxes? ,Twenty-fourth ,13.387,K,557.437,3.129,3.654,1.731,5.906,615.1776353,3.331943202,9.553851852,0
1447,27,1,1,1,29,556,What islands are home to most of the world's blue-footed boobies? ,The Galapagos Islands ,7.149,W,566.715,3.932,4.454,7.152,15.614,615.1776353,1.141361329,9.553851852,1
1448,27,1,1,1,30,270,"The pinna is the outer, visible part of what?",The ear,13.713,K,583.499,2.275,2.803,0.8,4.122,615.1776353,2.254215015,9.553851852,1
1449,27,1,1,1,31,877,"Which mammal is the world's smallest, weighing less than a penny? ",Bumblebee bat,15.92,W,589.907,4.788,5.323,15.923,25.258,615.1776353,2.575400827,9.553851852,0
1450,27,2,1,2,32,734,What was the first English play to be written especially for children? ,Peter Pan ,0.077,W,0.035,4.085,4.621,0.08,8.705,607.1128318,2.389833856,16.64971429,1
1451,27,2,1,2,33,931,Who is pictured on a US Purple Heart medal? ,George Washington,27.367,K,11.163,2.212,2.736,0.661,3.904,607.1128318,3.761555557,16.64971429,1
1452,27,2,1,2,34,641,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,The World Almanac and Book of Facts,19.6,W,18.854,6.377,6.908,19.604,30.531,607.1128318,1.0608512,16.64971429,1
1453,27,2,1,2,35,14,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,School buses were painted yellow,0.541,W,50.473,5.479,6.007,0.544,10.559,607.1128318,3.63906796,16.64971429,1
1454,27,2,1,2,36,400,"What country launched Europe's first super-high-speed passenger train, in 1981?",France,6.639,W,64.705,6.024,6.558,6.643,17.217,607.1128318,3.54236445,16.64971429,1
1455,27,2,1,2,37,484,What instrument was invented to sound like a human singing? ,Violin,14.905,W,85.512,2.52,3.053,14.908,21.971,607.1128318,1.510735979,16.64971429,1
1456,27,2,1,2,38,212,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,Cell,1.62,W,109.021,4.723,5.255,1.623,10.892,607.1128318,1.782331048,16.64971429,1
1457,27,2,1,2,39,433,What EU nation was once led by a president and a prime minister who were identical twins? ,Poland,57.275,W,121.735,4.264,4.788,57.278,66.086,607.1128318,3.936617267,16.64971429,0
